strategy,run_idx,candidate_lock_flag,propagating_flag,period,clock_signature_drift,phase_signature_std_mean,centroid_displacement,nonvac_final
random4,217,False,False,,0.8319836932373589,0.05231793512386179,0.23901992938751304,3608
random4,218,False,False,,0.7644294854705412,0.049573860349803524,0.2547287952255575,3734
random4,219,False,False,,0.60311694659202,0.04154893319132205,0.24927959205229885,3734
bundle4,0,False,False,,0.6619234870701146,0.034323529416939114,0.23928571428571388,280
bundle4,1,False,False,,0.4546787523327112,0.025434660501882995,0.26048951048951086,286
bundle4,2,False,False,,0.6619234870701146,0.034323529416939114,0.23928571428571388,280
bundle4,3,False,False,,0.6420454545454546,0.04470351792914675,0.26048951048951086,286
bundle4,4,False,False,,0.6420454545454546,0.04470351792914673,0.26048951048951086,286
bundle4,5,False,False,,0.7982537989869369,0.05190451112776425,0.23928571428571388,280
bundle4,6,False,False,,0.6814182884564116,0.03484640303563929,0.23928571428571388,280
bundle4,7,False,False,,0.6420454545454546,0.04470351792914675,0.26048951048951086,286
bundle4,8,False,False,,0.7982537989869369,0.05190451112776424,0.23928571428571388,280
bundle4,9,False,False,,0.4546787523327112,0.025434660501882995,0.26048951048951086,286
bundle4,10,False,False,,0.8131609348618145,0.05225500767147623,0.23928571428571388,280
bundle4,11,False,False,,0.6619234870701146,0.034323529416939114,0.23928571428571388,280
bundle4,12,False,False,,0.6420454545454546,0.04470351792914674,0.26048951048951086,286
bundle4,13,False,False,,0.4546787523327112,0.025434660501882995,0.26048951048951086,286
bundle4,14,False,False,,0.7982537989869369,0.05190451112776425,0.23928571428571388,280
bundle4,15,False,False,,0.8131609348618145,0.052255007671476235,0.23928571428571388,280
bundle4,16,False,False,,0.7982537989869369,0.05190451112776425,0.23928571428571388,280
bundle4,17,False,False,,0.6420454545454546,0.04470351792914675,0.26048951048951086,286
bundle4,18,False,False,,0.6420454545454546,0.04470351792914674,0.26048951048951086,286
bundle4,19,False,False,,0.8131609348618145,0.052255007671476235,0.23928571428571388,280
bundle4,20,False,False,,0.6420454545454546,0.04470351792914674,0.26048951048951086,286
bundle4,21,False,False,,0.4546787523327112,0.025434660501882995,0.26048951048951086,286
bundle4,22,False,False,,0.8131609348618145,0.052255007671476235,0.23928571428571388,280
bundle4,23,False,False,,0.6420454545454546,0.04470351792914675,0.26048951048951086,286
bundle4,24,False,False,,0.6619234870701146,0.034323529416939114,0.23928571428571388,280
bundle4,25,False,False,,0.7982537989869369,0.05190451112776425,0.23928571428571388,280
bundle4,26,False,False,,0.6420454545454546,0.04470351792914675,0.26048951048951086,286
bundle4,27,False,False,,0.4546787523327112,0.025434660501882995,0.26048951048951086,286
bundle4,28,False,False,,0.6814182884564116,0.03484640303563929,0.23928571428571388,280
bundle4,29,False,False,,0.6420454545454546,0.04470351792914675,0.26048951048951086,286
bundle4,30,False,False,,0.6420454545454546,0.04470351792914675,0.26048951048951086,286
bundle4,31,False,False,,0.7982537989869369,0.05190451112776425,0.23928571428571388,280
bundle4,32,False,False,,0.6420454545454546,0.04470351792914675,0.26048951048951086,286
bundle4,33,False,False,,0.6420454545454546,0.04470351792914675,0.26048951048951086,286
bundle4,34,False,False,,0.6619234870701146,0.034323529416939114,0.23928571428571388,280
bundle4,35,False,False,,0.8131609348618145,0.05225500767147623,0.23928571428571388,280
bundle4,36,False,False,,0.7982537989869369,0.05190451112776424,0.23928571428571388,280
